[5.526016504684826e-11, 4.9924873551746855e-11, 7.708512461768922e-11, 5.6454490721167326e-11, 7.2974789742254e-11, 6.935456803423796e-11, 7.374528800330842e-11, 7.019115492010489e-11, 5.566505830094126e-11, 5.369042504032976e-11, 7.353256156387782e-11, 5.1932499975862744e-11]
[5.355325073218633e-11, 5.82948410687445e-11, 5.795966049006729e-11, 6.61986268343608e-11, 6.923183685710446e-11, 6.974161136346075e-11, 7.265835573300191e-11, 7.044481278205263e-11, 6.613376326232414e-11, 6.947228047664064e-11, 8.105793575708838e-11, 7.547252165293326e-11]
[4.871502516760161e-11, 5.083625053418244e-11, 4.781585964735847e-11, 5.09777313979631e-11, 5.174476774569462e-11, 7.600831309519015e-11, 5.373465141594728e-11, 5.047754998412457e-11, 4.9601922813473945e-11, 7.157706527359529e-11, 6.994343415892629e-11, 4.947138892760399e-11]
[4.6225478630790505e-11, 6.474354356913835e-11, 4.655700834554923e-11, 5.494088019926596e-11, 6.579188650788982e-11, 5.1013903464339476e-11, 7.298730645460665e-11, 7.341699648368933e-11, 5.00102539402996e-11, 5.3951702896174486e-11, 5.382316838252548e-11, 6.082462952755544e-11]
[7.850290934876316e-11, 5.26183565301985e-11, 4.8745576649482395e-11, 7.288831690307641e-11, 6.800861664207191e-11, 5.243089039007977e-11, 5.064590718153666e-11, 7.043122058694428e-11, 5.513316834792926e-11, 7.018610877267037e-11, 5.682799796493022e-11, 5.2813952074631786e-11]
[7.184430717508723e-11, 6.990885415046716e-11, 5.6742651973440654e-11, 7.354130485927252e-11, 7.340481890135492e-11, 6.50084084148008e-11, 5.479313625732103e-11, 5.7489255456728075e-11, 6.801043514307413e-11, 6.859448145149382e-11, 5.201564994703339e-11, 5.137076100447137e-11]
[7.330611757397696e-11, 7.599854512192354e-11, 7.25386766491212e-11, 4.628038595435643e-11, 5.6227190252669074e-11, 7.31287509366706e-11, 7.331156774007615e-11, 5.121119638126745e-11, 5.547777688887434e-11, 5.6118028568615606e-11, 5.16128520027597e-11, 4.810664888879143e-11]
[8.115133854320591e-11, 6.465609868060035e-11, 5.690961269730033e-11, 5.850656833963438e-11, 6.568716714601164e-11, 7.380898551730433e-11, 7.209715380855314e-11, 7.344508644378937e-11, 7.262670883629491e-11, 7.367878432066094e-11, 7.426822839477673e-11, 8.1357475751726e-11]
[4.5188716777294393e-11, 4.826145279444419e-11, 5.6963681377171445e-11, 5.633239768987431e-11, 5.4508099594372964e-11, 7.051776359500824e-11, 5.4274830915874866e-11, 4.8810607335331995e-11, 6.210479383801478e-11, 6.529461158334317e-11, 7.582277517316482e-11, 7.105711299616536e-11]
[6.78982633381237e-11, 6.828967988193482e-11, 6.336694202384934e-11, 5.7308592506367344e-11, 6.408982063500493e-11, 5.607570436944479e-11, 5.276083522389045e-11, 7.255195809646635e-11, 4.454516878726625e-11, 5.121548584205656e-11, 5.6358109724019164e-11, 5.2294583862431345e-11]
[5.689187994721614e-11, 5.4715549741625977e-11, 7.575579163977452e-11, 5.948791197196618e-11, 5.758059910101245e-11, 7.620920141815568e-11, 7.387370310644497e-11, 6.900278815424654e-11, 6.902300687025292e-11, 6.260153872928843e-11, 6.243808056586082e-11, 8.114603730544914e-11]
[7.296033411884981e-11, 6.156187811806932e-11, 6.260562823842401e-11, 7.657310421304901e-11, 6.866082193301205e-11, 6.471570862638246e-11, 6.941235387417827e-11, 5.5218624111408683e-11, 6.48476299403681e-11, 7.214801255211853e-11, 7.168578293666608e-11, 6.098557527682452e-11]
[5.33217733431349e-11, 5.0821821922549836e-11, 5.5489896575201596e-11, 5.838101604346838e-11, 7.328208072375104e-11, 7.321114412883114e-11, 6.606039057329789e-11, 7.020751453996301e-11, 7.256010803821014e-11, 7.008790905657549e-11, 6.969859240404826e-11, 6.607705940053004e-11]
[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
[7.090266648070051e-11, 7.070797979860838e-11, 7.10748568879263e-11, 7.309953062908865e-11, 7.065374447203084e-11, 7.120188742282833e-11, 6.992584073229714e-11, 7.002165138215505e-11, 6.90900245586535e-11, 6.339207017526461e-11, 6.986189769357978e-11, 6.25596908901455e-11]
